,1111,1112,1121,1122,1211,1212,1221,1222,2111,2112,2121,2122,2211,2212,2221,2222,
sp|P00550|PTM3C_ECOLI,58,6,11,2,7,0,3,0,11,1,1,1,2,2,1,0,1
sp|P03004|DNAA_ECOLI,34,10,10,1,10,2,2,0,5,0,1,0,2,0,1,0,1
sp|P04395|3MG2_ECOLI,15,4,4,2,12,3,1,0,4,1,1,0,0,0,0,0,1
sp|P0A8H3|ZUPT_ECOLI,15,5,5,2,2,1,2,0,5,2,2,2,0,0,0,0,1
sp|P0AAD8|TDCC_ECOLI,20,12,8,1,8,4,2,1,5,4,5,0,2,0,0,2,1
sp|P0ABI4|CORA_ECOLI,15,12,3,1,6,1,1,0,7,3,0,1,1,1,0,1,1
sp|P0AD99|BRNQ_ECOLI,28,6,7,1,6,1,3,0,9,3,5,1,1,0,1,1,1
sp|P0AFJ7|PITA_ECOLI,32,10,9,1,8,5,1,1,9,2,0,0,3,1,1,0,1
sp|P0AFR2|DAUA_ECOLI,37,9,5,5,10,1,6,0,7,8,1,0,2,2,0,0,1
sp|P0AGE4|SSTT_ECOLI,33,4,6,2,2,4,3,0,9,0,2,0,1,1,1,1,1
sp|P24177|ACRD_ECOLI,74,22,20,3,15,3,3,2,12,6,4,0,5,2,1,1,1
sp|P46136|YDDG_ECOLI,14,7,7,0,3,1,2,1,8,3,1,1,0,1,0,0,1
sp|P69423|TATC_ECOLI,10,4,6,3,1,4,4,1,4,2,0,1,2,1,0,0,1
sp|P69786|PTGCB_ECOLI,32,8,10,1,12,2,2,1,4,2,3,1,0,0,1,0,1
sp|P69797|PTNAB_ECOLI,32,1,8,2,5,0,0,1,5,0,0,0,0,0,0,0,1
sp|P76630|YGAZ_ECOLI,9,10,5,1,6,1,1,1,4,1,2,0,0,0,0,0,1
sp|A1A5B4|ANO9_HUMAN,45,15,13,6,15,2,8,0,14,3,4,2,1,1,1,0,1
sp|O00341|EAA5_HUMAN,41,6,6,1,8,4,2,2,17,0,0,0,3,3,0,0,1
sp|O14804|TAAR5_HUMAN,14,6,6,2,5,2,4,2,4,1,1,1,2,5,1,0,1
sp|O14979|HNRDL_HUMAN,37,4,8,0,7,1,2,0,7,2,0,1,1,0,0,0,1
sp|O15400|STX7_HUMAN,21,6,7,0,6,0,0,0,2,1,0,0,0,0,0,0,1
sp|O43663|PRC1_HUMAN,43,9,12,2,14,2,2,0,11,3,2,1,2,0,0,0,1
sp|O60669|MOT2_HUMAN,30,7,7,3,10,2,1,1,6,4,2,1,5,1,0,0,1
sp|O75387|LAT3_HUMAN,25,10,10,2,10,3,3,2,14,4,4,0,4,0,1,1,1
sp|O75821|EIF3G_HUMAN,31,3,6,0,7,1,0,0,4,1,0,0,0,0,0,0,1
sp|O94811|TPPP_HUMAN,21,4,4,0,2,0,0,0,3,1,1,0,0,0,0,0,1
sp|O95232|LC7L3_HUMAN,52,3,2,1,4,0,1,0,5,0,0,0,2,1,1,0,1
sp|P04920|B3A2_HUMAN,95,20,17,4,16,2,9,0,21,4,4,2,9,3,1,0,1
sp|P12314|FCGR1_HUMAN,27,5,3,2,8,0,3,3,4,1,1,1,2,0,1,1,1
sp|P14866|HNRPL_HUMAN,55,11,9,2,6,1,0,0,7,0,2,2,3,0,0,0,1
sp|P31943|HNRH1_HUMAN,37,7,10,0,8,2,1,0,7,1,1,0,0,0,1,0,1
sp|P47813|IF1AX_HUMAN,15,3,2,0,0,1,0,0,2,1,0,0,0,0,0,0,1
sp|P55017|S12A3_HUMAN,73,17,18,3,15,4,6,1,16,3,5,0,5,1,3,0,1
sp|P62995|TRA2B_HUMAN,27,5,5,0,5,0,0,0,3,0,0,1,2,0,0,0,1
sp|Q04323|UBXN1_HUMAN,28,5,2,0,7,0,2,0,3,1,0,0,1,0,0,0,1
sp|Q0JRZ9|FCHO2_HUMAN,70,14,15,4,12,2,2,0,11,3,2,0,0,0,0,0,1
sp|Q12934|BFSP1_HUMAN,57,8,12,1,13,1,5,0,11,1,0,0,2,0,0,0,1
sp|Q13190|STX5_HUMAN,28,8,7,0,6,0,0,0,6,3,0,0,1,0,0,0,1
sp|Q13257|MD2L1_HUMAN,19,0,2,2,2,0,1,0,4,2,1,1,0,0,0,0,1
sp|Q13325|IFIT5_HUMAN,25,5,7,1,11,3,4,0,11,3,6,0,3,1,0,0,1
sp|Q13336|UT1_HUMAN,19,12,5,1,6,4,0,0,5,2,1,1,6,2,0,1,1
sp|Q13651|I10R1_HUMAN,35,10,9,1,13,3,4,0,13,1,3,1,2,1,0,0,1
sp|Q15386|UBE3C_HUMAN,63,17,19,11,13,4,3,4,20,6,6,1,5,0,6,2,1
sp|Q15560|TCEA2_HUMAN,32,4,2,0,5,1,0,0,3,1,0,0,2,0,0,0,1
sp|Q495M3|S36A2_HUMAN,26,7,10,1,10,2,0,2,9,2,6,1,2,1,1,0,1
sp|Q5VZL5|ZMYM4_HUMAN,130,28,13,8,28,4,2,1,31,4,4,1,2,1,1,0,1
sp|Q86WV1|SKAP1_HUMAN,29,7,4,2,6,1,3,0,1,2,1,1,2,0,0,1,1
sp|Q8N697|S15A4_HUMAN,42,7,4,3,6,1,7,1,6,3,4,0,6,1,3,2,1
sp|Q8NCR0|B3GL2_HUMAN,28,7,10,3,11,0,2,1,10,4,1,2,2,0,2,0,1
sp|Q8NDV3|SMC1B_HUMAN,98,16,27,4,22,3,3,1,20,5,1,2,4,0,0,0,1
sp|Q8WWY3|PRP31_HUMAN,40,12,8,0,8,1,0,0,9,2,2,0,1,0,0,0,1
sp|Q969I6|S38A4_HUMAN,28,16,13,2,8,2,4,1,9,0,3,1,1,1,2,0,1
sp|Q9C0H2|TTYH3_HUMAN,34,7,13,2,5,3,2,0,8,2,1,3,3,0,2,2,1
sp|Q9GZU1|MCLN1_HUMAN,35,7,11,1,12,2,5,1,9,2,6,1,4,0,1,0,1
sp|Q9H1B5|XYLT2_HUMAN,59,20,15,4,13,5,5,0,11,5,1,1,3,0,2,0,1
sp|Q9H270|VPS11_HUMAN,56,30,13,3,11,5,4,1,18,7,4,0,5,0,0,0,1
sp|Q9H2J7|S6A15_HUMAN,44,12,12,4,18,5,4,0,9,2,5,0,1,3,2,1,1
sp|Q9H492|MLP3A_HUMAN,10,1,2,0,2,0,0,0,3,0,0,0,1,0,0,1,1
sp|Q9HBJ8|CLTRN_HUMAN,19,3,4,0,2,0,0,2,4,0,0,0,3,0,0,0,1
sp|Q9NRA2|S17A5_HUMAN,29,9,8,1,8,3,3,1,11,1,4,1,1,0,1,1,1
sp|Q9NWQ8|PHAG1_HUMAN,40,3,11,1,6,0,1,0,7,1,0,0,2,0,0,0,1
sp|Q9NY26|S39A1_HUMAN,15,8,7,1,4,1,2,1,2,4,2,1,1,3,2,0,1
sp|Q9UJ71|CLC4K_HUMAN,27,6,3,4,4,1,1,1,5,0,1,1,0,0,1,0,1
sp|Q9Y6Y9|LY96_HUMAN,14,2,2,0,1,1,1,1,2,3,0,0,0,0,0,0,1
sp|A2A5Z6|SMUF2_MOUSE,51,11,11,5,13,2,6,0,18,0,3,0,4,0,1,0,1
sp|A2AHC3|CAMP1_MOUSE,147,26,19,1,27,4,3,2,22,6,2,0,2,1,0,1,1
sp|A2RSY1|KANL3_MOUSE,76,17,12,3,13,1,1,0,19,4,0,0,3,0,1,0,1
sp|P04919|B3AT_MOUSE,53,11,15,7,15,4,8,0,13,8,4,1,8,5,3,0,1
sp|P43274|H14_MOUSE,30,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1
sp|P47873|IL11_MOUSE,11,3,4,0,2,1,4,0,2,2,2,0,1,0,1,0,1
sp|P58735|S26A1_MOUSE,43,6,13,5,14,2,6,0,11,5,3,0,7,0,2,0,1
sp|P60330|ESPL1_MOUSE,123,55,46,9,32,5,10,2,34,12,6,2,10,2,5,0,1
sp|P70279|SURF6_MOUSE,37,4,4,1,5,1,0,0,7,0,0,0,0,0,0,0,1
sp|Q14AT5|ANO7_MOUSE,47,15,14,5,13,7,4,2,10,7,4,4,7,3,1,0,1
sp|Q5ISE2|Z36L3_MOUSE,54,7,27,1,16,2,0,0,11,0,2,0,1,0,0,0,1
sp|Q61545|EWS_MOUSE,59,15,11,0,9,1,1,0,10,1,1,0,1,0,0,0,1
sp|Q62193|RFA2_MOUSE,25,3,6,0,6,0,1,0,4,0,0,0,0,0,0,0,1
sp|Q62376|RU17_MOUSE,53,4,4,4,4,1,0,0,4,1,0,0,0,0,0,0,1
sp|Q67BT3|S13A5_MOUSE,38,13,7,3,8,2,3,2,6,4,4,1,3,0,1,0,1
sp|Q6A028|SWP70_MOUSE,31,11,7,4,15,3,1,0,18,2,2,0,2,1,0,0,1
sp|Q6NVG1|LPCT4_MOUSE,32,12,10,2,5,2,4,0,10,3,0,0,1,2,4,0,1
sp|Q6Q473|CLA4A_MOUSE,74,15,16,7,18,2,2,1,11,4,1,0,2,0,0,1,1
sp|Q78KK3|S22AI_MOUSE,20,7,6,2,6,5,3,2,4,3,3,4,1,0,2,0,1
sp|Q7TPS5|C2CD5_MOUSE,88,15,13,6,14,3,7,1,11,5,1,0,3,2,0,0,1
sp|Q8BIF2|RFOX3_MOUSE,29,3,8,0,8,1,0,0,8,3,1,0,1,0,0,0,1
sp|Q8BL66|EEA1_MOUSE,113,21,32,6,31,2,2,1,24,1,1,0,1,0,0,0,1
sp|Q8C0L6|PAOX_MOUSE,33,9,16,2,6,2,1,0,11,1,2,1,0,0,0,0,1
sp|Q8JZQ9|EIF3B_MOUSE,73,14,10,0,9,2,3,1,12,2,1,0,5,1,1,0,1
sp|Q8JZX4|SPF45_MOUSE,35,5,7,1,6,0,2,0,8,0,2,0,1,0,0,0,1
sp|Q8K273|MMGT1_MOUSE,7,5,4,0,0,0,2,0,2,0,2,0,0,0,0,0,1
sp|Q91Z92|B3GT6_MOUSE,18,5,3,1,4,3,2,1,5,3,3,0,3,2,0,1,1
sp|Q920F6|SMC1B_MOUSE,102,20,22,4,20,3,1,0,25,3,2,1,3,1,1,0,1
sp|Q9CZA6|NDE1_MOUSE,28,8,7,0,6,0,1,0,4,0,2,0,1,0,0,0,1
sp|Q9D7P7|CLIC3_MOUSE,10,2,6,2,7,1,3,0,4,2,0,1,1,0,0,0,1
sp|Q9EPL0|XYLT2_MOUSE,60,19,14,4,11,6,5,1,12,5,1,1,3,0,2,0,1
sp|Q9EQ32|BCAP_MOUSE,71,8,12,4,11,2,3,0,13,6,1,1,2,0,1,0,1
sp|Q9ESD7|DYSF_MOUSE,131,47,38,9,33,8,7,2,39,11,7,5,6,4,0,1,1
sp|Q9JLJ4|ELOV2_MOUSE,11,3,3,1,1,5,3,2,10,3,3,0,3,0,1,0,1
sp|Q9QXW9|LAT2_MOUSE,38,7,4,7,9,2,2,0,5,2,3,4,3,0,2,0,1
sp|Q9R0Y1|ASIC5_MOUSE,28,11,8,7,8,0,1,0,10,2,1,3,2,0,1,0,1
sp|Q9WV06|ANKR2_MOUSE,30,8,6,3,1,0,0,0,3,1,0,0,2,1,0,0,1
sp|Q9Z0F3|B2L10_MOUSE,12,2,0,2,2,2,2,0,3,2,1,2,2,0,0,0,1
sp|Q9Z2E2|MBD1_MOUSE,59,9,12,0,12,2,2,0,6,1,0,0,2,1,0,0,1
sp|P00724|INV2_YEAST,30,13,12,1,4,2,4,0,10,4,3,1,1,1,2,1,1
sp|P06103|EIF3B_YEAST,50,10,19,4,20,0,1,0,12,3,1,2,5,0,0,0,1
sp|P11655|SEC12_YEAST,37,10,9,2,6,1,0,0,3,4,2,1,3,0,0,0,1
sp|P11709|BIK1_YEAST,39,9,7,1,3,1,3,0,6,3,0,0,0,0,1,0,1
sp|P15380|PUT4_YEAST,42,11,11,2,3,2,4,1,17,4,2,1,3,0,1,0,1
sp|P19807|HNM1_YEAST,33,13,10,0,10,2,2,1,10,7,3,0,2,1,0,0,1
sp|P23585|HXT2_YEAST,35,7,12,4,12,4,1,0,5,3,3,2,2,0,0,0,1
sp|P25043|PSB2_YEAST,23,3,5,1,1,0,2,1,3,2,0,0,2,0,0,0,1
sp|P25046|MED19_YEAST,20,3,4,1,1,2,0,0,2,1,1,0,1,0,0,1,1
sp|P25336|MSH3_YEAST,82,11,15,2,21,0,4,2,18,8,3,0,3,1,0,0,1
sp|P25582|SPB1_YEAST,80,13,10,0,13,1,2,1,14,2,2,0,2,0,0,0,1
sp|P31381|FUN26_YEAST,35,12,7,2,7,3,1,0,4,3,5,1,3,1,1,1,1
