,1111,1112,1121,1122,1211,1212,1221,1222,2111,2112,2121,2122,2211,2212,2221,2222,
sp|P00550|PTM3C_ECOLI,0,3,3,8,6,3,2,12,5,4,3,7,10,11,13,16,1
sp|P03004|DNAA_ECOLI,0,2,1,5,0,3,3,9,0,4,4,7,3,14,7,16,1
sp|P04395|3MG2_ECOLI,0,1,1,1,0,2,3,5,1,2,3,10,2,6,5,5,1
sp|P0A8H3|ZUPT_ECOLI,1,2,1,0,5,5,2,3,2,4,2,3,3,3,4,3,1
sp|P0AAD8|TDCC_ECOLI,7,1,5,2,4,5,4,5,3,3,3,7,9,5,6,5,1
sp|P0ABI4|CORA_ECOLI,1,1,2,5,2,1,6,4,1,0,4,5,4,5,6,6,1
sp|P0AD99|BRNQ_ECOLI,3,3,1,4,4,7,4,7,3,3,2,7,5,5,7,8,1
sp|P0AFJ7|PITA_ECOLI,1,2,5,5,1,2,3,8,3,5,7,6,7,8,11,9,1
sp|P0AFR2|DAUA_ECOLI,3,1,5,4,4,8,14,4,0,8,5,9,8,6,5,9,1
sp|P0AGE4|SSTT_ECOLI,3,2,3,1,6,2,4,8,5,3,5,3,2,7,4,11,1
sp|P24177|ACRD_ECOLI,4,5,3,10,4,11,15,8,10,8,9,15,3,17,20,31,1
sp|P46136|YDDG_ECOLI,1,2,3,1,5,2,6,4,2,5,2,2,0,5,4,5,1
sp|P69423|TATC_ECOLI,2,3,4,1,2,5,1,1,5,4,3,0,4,1,2,5,1
sp|P69786|PTGCB_ECOLI,0,4,1,4,2,5,6,6,4,5,6,9,4,7,7,9,1
sp|P69797|PTNAB_ECOLI,1,1,1,3,1,3,2,10,2,1,0,6,2,7,3,11,1
sp|P76630|YGAZ_ECOLI,0,2,0,3,0,4,1,3,4,0,3,4,6,3,5,3,1
sp|A1A5B4|ANO9_HUMAN,1,6,5,5,10,3,5,13,6,12,6,15,10,6,12,15,1
sp|O00341|EAA5_HUMAN,3,1,4,10,3,3,3,15,8,3,4,6,2,5,10,13,1
sp|O14804|TAAR5_HUMAN,2,3,5,3,1,3,2,2,4,3,4,3,7,4,5,5,1
sp|O14979|HNRDL_HUMAN,1,1,1,4,0,1,5,6,0,3,0,5,0,12,7,24,1
sp|O15400|STX7_HUMAN,1,0,0,0,0,2,2,5,2,2,0,9,2,3,9,6,1
sp|O43663|PRC1_HUMAN,0,2,2,4,1,5,4,15,0,7,3,14,3,12,8,23,1
sp|O60669|MOT2_HUMAN,2,1,1,5,6,3,7,7,4,8,4,7,3,4,8,10,1
sp|O75387|LAT3_HUMAN,3,5,2,3,3,6,7,11,4,5,3,9,6,6,6,14,1
sp|O75821|EIF3G_HUMAN,0,0,0,0,1,2,5,2,1,1,1,9,1,8,4,18,1
sp|O94811|TPPP_HUMAN,0,0,0,1,1,2,3,5,1,0,0,4,1,3,2,13,1
sp|O95232|LC7L3_HUMAN,0,2,1,3,0,1,0,7,0,3,1,6,1,5,6,36,1
sp|P04920|B3A2_HUMAN,6,7,7,12,6,6,7,18,5,10,7,17,7,18,17,57,1
sp|P12314|FCGR1_HUMAN,3,3,0,4,3,3,0,6,3,2,2,4,2,4,4,19,1
sp|P14866|HNRPL_HUMAN,0,1,4,5,2,5,1,8,2,2,3,5,6,7,15,32,1
sp|P31943|HNRH1_HUMAN,0,2,1,1,2,7,3,7,0,2,3,7,1,12,8,19,1
sp|P47813|IF1AX_HUMAN,0,1,0,0,0,1,2,5,1,1,1,1,1,2,1,7,1
sp|P55017|S12A3_HUMAN,3,6,8,10,5,9,8,13,3,10,6,14,6,26,16,27,1
sp|P62995|TRA2B_HUMAN,1,0,0,3,0,1,0,4,1,1,1,4,0,5,4,23,1
sp|Q04323|UBXN1_HUMAN,0,2,0,1,0,1,2,1,1,2,1,9,0,1,5,23,1
sp|Q0JRZ9|FCHO2_HUMAN,0,3,1,5,1,9,11,10,1,5,4,15,4,18,9,39,1
sp|Q12934|BFSP1_HUMAN,0,0,0,7,1,3,5,13,1,7,2,16,4,16,7,29,1
sp|Q13190|STX5_HUMAN,2,1,1,5,2,1,4,7,0,1,0,4,1,9,11,10,1
sp|Q13257|MD2L1_HUMAN,1,1,1,2,2,5,3,5,0,1,1,2,1,2,2,5,1
sp|Q13325|IFIT5_HUMAN,0,1,2,4,1,8,7,10,0,4,7,10,3,6,4,13,1
sp|Q13336|UT1_HUMAN,3,2,7,4,2,2,2,5,0,2,4,7,8,4,9,4,1
sp|Q13651|I10R1_HUMAN,0,1,3,7,2,4,3,13,4,3,3,11,0,10,8,24,1
sp|Q15386|UBE3C_HUMAN,5,6,7,13,5,9,7,14,8,12,12,8,13,16,16,29,1
sp|Q15560|TCEA2_HUMAN,0,0,0,4,0,3,6,3,0,0,2,7,0,6,6,13,1
sp|Q495M3|S36A2_HUMAN,2,4,2,7,5,8,5,10,5,6,3,5,2,2,6,8,1
sp|Q5VZL5|ZMYM4_HUMAN,1,4,4,8,3,16,13,34,2,7,10,35,16,17,27,61,1
sp|Q86WV1|SKAP1_HUMAN,1,0,0,2,3,2,3,3,0,7,1,7,2,4,7,18,1
sp|Q8N697|S15A4_HUMAN,4,3,4,8,4,4,5,6,1,8,2,7,7,9,7,17,1
sp|Q8NCR0|B3GL2_HUMAN,0,5,0,4,3,8,8,10,5,4,1,7,6,6,4,12,1
sp|Q8NDV3|SMC1B_HUMAN,0,1,1,8,4,5,12,23,4,13,6,30,8,30,21,40,1
sp|Q8WWY3|PRP31_HUMAN,0,1,0,2,2,3,6,12,2,3,3,9,6,6,10,18,1
sp|Q969I6|S38A4_HUMAN,6,3,1,3,7,6,9,6,5,1,5,6,7,9,6,11,1
sp|Q9C0H2|TTYH3_HUMAN,2,2,2,6,6,5,6,10,0,2,4,5,2,13,7,15,1
