alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7635327635327636,0.7972972972972973,0.8232558139534883,0.8100686498855835,0.49752164314411923
drop1,0.7606837606837606,0.7847826086956522,0.8395348837209302,0.8112359550561798,0.48746262415575486
drop2,0.7720797720797721,0.7956204379562044,0.8449612403100775,0.8195488721804511,0.5127340496019501
drop3,0.7692307692307693,0.7945054945054945,0.8406976744186047,0.8169491525423729,0.5069617198044529
drop4,0.7686609686609687,0.7926509186351706,0.8427906976744186,0.8169522091974752,0.5052617907192194
drop5,0.7720797720797721,0.7973568281938326,0.8418604651162791,0.8190045248868778,0.5133012724052732
drop6,0.7704517704517705,0.7953546767106089,0.8418604651162791,0.8179470626210459,0.5095548393172258
drop7,0.7720797720797721,0.7976846747519294,0.8412790697674418,0.8189020939445387,0.5134112705160446
drop8,0.7720797720797721,0.7976482116609506,0.841343669250646,0.818913480885312,0.513398991937446
drop9,0.7729344729344729,0.7976242850857898,0.8432558139534884,0.819805561835858,0.5150070107055346
drop10,0.7725977725977726,0.797995991983968,0.8418604651162791,0.8193415637860083,0.5144930371345329
drop11,0.7735042735042735,0.7991169977924945,0.8418604651162791,0.8199320498301247,0.5165783168689039
drop12,0.7729563883410038,0.7984390906006108,0.8418604651162791,0.8195750609543713,0.5153180290719171
drop13,0.7722832722832723,0.7981709239987386,0.8408637873754152,0.8189613331176185,0.5139589708535479
drop14,0.7737891737891738,0.7998231132075472,0.8412403100775194,0.820009067553272,0.5173521514944063
drop15,0.7743945868945868,0.8003870611003594,0.8415697674418605,0.8204619526711068,0.5186815953862366
drop16,0.7745935981230099,0.8001559251559252,0.8424076607387141,0.8207383713181394,0.5189796644552055
drop17,0.7752453308008863,0.8006872852233677,0.8428940568475453,0.8212487411883183,0.5203859973431121
drop18,0.7750787224471435,0.8005115089514067,0.8428396572827417,0.8211304555211066,0.5200133212209368
