alpha\evaluation,acc,precision,recall,F-Measure,MCC
drop0,0.7720797720797721,0.8,0.8372093023255814,0.8181818181818183,0.514213170463887
drop1,0.7621082621082621,0.7852494577006508,0.8418604651162791,0.8125701459034793,0.49032894004962824
drop2,0.7644824311490979,0.7897810218978102,0.8387596899224806,0.8135338345864661,0.4963806055846594
drop3,0.7649572649572649,0.7918502202643172,0.836046511627907,0.8133484162895929,0.4980078503444411
drop4,0.7612535612535613,0.7887323943661971,0.8334883720930233,0.8104929895974672,0.48995957067246726
drop5,0.7644824311490979,0.7906295754026355,0.8372093023255814,0.8132530120481928,0.4966805116992781
drop6,0.7639397639397639,0.7888819487820112,0.839202657807309,0.8132646490663232,0.49504383586995643
drop7,0.7663817663817664,0.7907103825136612,0.8412790697674418,0.8152112676056337,0.5002887725626591
drop8,0.7670148781259892,0.7908782144590005,0.8423772609819121,0.815815815815816,0.5015466761862539
drop9,0.7666666666666667,0.7892220773576706,0.8446511627906976,0.8159964053021793,0.5003418990676424
drop10,0.7648277648277648,0.789662027833002,0.8397463002114165,0.8139344262295082,0.49699066392698643
drop11,0.7647198480531814,0.7898577161619846,0.8391472868217055,0.8137568126292051,0.4968547985808523
drop12,0.7652859960552268,0.7908232118758435,0.8386404293381038,0.8140302135787464,0.49825817997328326
drop13,0.7647537647537648,0.7911432160804021,0.8368770764119602,0.8133677752663869,0.4973725967387815
drop14,0.7660018993352327,0.792143066549399,0.8378294573643411,0.8143459915611814,0.5000676769210598
drop15,0.7647792022792023,0.7909914858555342,0.8372093023255814,0.813444428753001,0.49736597052430764
drop16,0.7653762359644712,0.791569692267908,0.8374829001367989,0.8138792874235576,0.4986910560027658
